obs_id,observer,instrument,t_index,u,overlap,thickness_true,depth_blue,memo,f_white,f_blue,f_light,f_star,f_len,haze_obs,star_count,true_lambda,noise_sigma,overdispersed,event_flag,event_name
961,先生,アルビレオ両面凸レンズ,237,-0.6536696534979889,0.9755282581475768,0.575131940230765,0.3953524550163548,見えない天の川のずうっと川下に青や橙（だいだい）やもうあらゆる光でちりばめられた十字架（じゅうじか）がまるで一本の木という風に川の中から立ってかがやきその上には青じろい雲がまるい環（わ）になって後光のようにかかっているのでした,0,2,2,0,113,0.8593746413721111,1,1.6859657981012106,0.1095696850068788,0,0,
977,先生,両面凸レンズ模型,225,-0.1570127248490122,0.4999999999999986,1.5089559212841563,0.6245616861689505,百も千もの大小さまざまの三角標、その大きなものの上には赤い点点をうった測量旗も見え、野原のはてはそれらがいちめん、たくさんたくさん集ってぼおっと青白い霧のよう、そこからかまたはもっと向うからかときどきさまざまの形のぼんやりした狼煙（のろし）のようなものが、かわるがわるきれいな桔梗（ききょう）いろのそらにうちあげられるのでした,2,1,0,0,163,1.48113711211225,5,3.7446359630500017,0.2050175325532422,0,0,
980,先生,両面凸レンズ模型,72,-0.4302037720897377,0.654508497187474,0.7397427030173721,0.4353004599517818,そっちを見ますと、青白く光る銀河の岸に、銀いろの空のすすきが、もうまるでいちめん、風にさらさらさらさら、ゆられてうごいて、波を立てているのでした,1,1,1,0,72,1.0016924299705607,2,1.8151332597201053,0.1785961122206844,0,0,
983,先生,アルビレオ両面凸レンズ,203,0.2769121825544876,0.1284275872613033,1.1160862113794097,0.5289890054806694,一昨年修学旅行で〔以下数文字分空白〕,1,0,0,0,18,1.042584008660861,0,2.052533369958553,0.2905863705832864,1,0,
993,ジョバンニ,アルビレオ両面凸レンズ,166,0.950900345054126,0.5522642316338258,0.5801096865294874,0.3965429974563025,すきとおった硝子（ガラス）のような笛が鳴って汽車はしずかに動き出し、カムパネルラもさびしそうに星めぐりの口笛を吹きました,0,0,0,1,60,0.7412801106200478,2,1.1598305002539933,0.2026401491423062,0,0,
997,ジョバンニ,両面凸レンズ模型,217,1.0967184998296653,0.1284275872613027,0.5650050184565006,0.392934209014792,カムパネルラが、そう云ってしまうかしまわないうち、次のりんどうの花が、いっぱいに光って過ぎて行きました,0,0,1,0,51,0.8702694315295505,0,0.8484901682864896,0.2960285624419217,0,0,
999,先生,両面凸レンズ模型,133,0.5731592381267985,0.6039558454088797,0.6219796451184534,0.4066044519876865,子どもらは、みんな新らしい折のついた着物を着て、星めぐりの口笛（くちぶえ）を吹（ふ）いたり、,0,0,0,1,46,0.7464477623505764,3,1.5001047102334335,0.1908655359305389,0,0,
1014,カムパネルラ,アルビレオ両面凸レンズ,45,0.6624763789776971,0.4999999999999999,0.5534243023728924,0.3901752323960237,青年はぞくっとしてからだをふるうようにしました,0,1,0,0,23,0.9155191170658112,1,1.282162661724087,0.214392990704159,0,0,
1021,ジョバンニ,アルビレオ両面凸レンズ,235,0.9259064642481452,0.9330127018922192,0.555178077780874,0.3905926034037577,そこから幅（はば）の広いみちが、まっすぐに銀河の青光の中へ通っていました,0,1,1,0,36,0.7094856885822755,4,1.3549292780227566,0.1191135014475614,0,0,
1030,ジョバンニ,両面凸レンズ模型,191,0.4754127611111831,0.7033683215379007,0.661026488563386,0.4160588449378075,青年はぞくっとしてからだをふるうようにしました,0,1,0,0,23,0.9437832640263876,2,1.6694544868854142,0.1686166154641495,0,0,
1032,先生,アルビレオ両面凸レンズ,196,-0.8905812389683887,0.4477357683661742,0.5803455410009802,0.396599438017827,」先生は、黒板に吊（つる）した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指（さ）しながら、みんなに問（とい）をかけました,1,0,0,1,72,0.68112443361436,1,1.1561868995569926,0.2256341534387286,0,0,
1036,ジョバンニ,アルビレオ両面凸レンズ,75,0.860390048296179,0.5000000000000001,0.5805965875834143,0.3966595171138996,すきとおった硝子（ガラス）のような笛が鳴って汽車はしずかに動き出し、カムパネルラもさびしそうに星めぐりの口笛を吹きました,0,0,0,1,60,0.6339888702144182,4,1.2003067107192906,0.214133619315444,0,0,
1039,先生,両面凸レンズ模型,160,-0.6097039638465103,0.2499999999999992,0.5668595300497126,0.3933766662168367,ジョバンニが見ている間その人はしきりに赤い旗をふっていましたが俄かに赤旗をおろしてうしろにかくすようにし青い旗を高く高くあげてまるでオーケストラの指揮者のように烈（はげ）しく振（ふ）りました,0,1,0,0,95,0.8386334425907864,0,1.222094443611666,0.2692649333513267,0,0,
1050,ジョバンニ,両面凸レンズ模型,207,0.4187958442548616,0.024471741852423,0.7841834974524353,0.4462543209162118,双子のお星さまが野原へ遊びにでてからすと喧嘩（けんか）したんだろう,0,0,0,1,33,0.9069098789983407,2,1.406276387430285,0.3167660439558184,1,0,
1064,カムパネルラ,アルビレオ両面凸レンズ,23,-0.1268503350868901,0.1284275872613027,1.608564912680809,0.6476133698017956,網棚（あみだな）の上には白い荷物も見えなかったのです,1,0,0,0,26,0.5605780859811091,2,3.292819141793689,0.2858413960104415,0,0,
1113,ジョバンニ,両面凸レンズ模型,62,0.7426029076959266,0.9890738003669028,0.5441954790265786,0.3879815787784647,向うの青い森の中の三角標はすっかり汽車の正面に来ました,0,1,0,0,27,0.7780846557041995,0,1.5256706510227822,0.1068845007681427,0,0,
1125,先生,アルビレオ両面凸レンズ,220,-0.8626659908767925,0.2499999999999991,0.5555729015601,0.3906865873750143,そして青い橄欖（かんらん）の森が見えない天の川の向うにさめざめと光りながらだんだんうしろの方へ行ってしまいそこから流れて来るあやしい楽器の音ももう汽車のひびきや風の音にすり耗（へ）らされてずうっとかすかになりました,0,1,1,0,107,0.7676882781837205,1,1.066882878333244,0.2693725365049996,1,0,
1140,カムパネルラ,両面凸レンズ模型,26,0.3385482700459531,0.0432272711786995,0.9125503525846488,0.4781515101246018,草の中には、ぴかぴか青びかりを出す小さな虫もいて、ある葉は青くすかし出され、ジョバンニは、さっきみんなの持って行った烏瓜（からすうり）のあかりのようだとも思いました,0,2,0,0,82,0.7976342296621785,3,1.660871929752984,0.311363939935702,0,0,
1166,ジョバンニ,アルビレオ両面凸レンズ,165,-0.1404808209296413,0.4999999999999988,1.5844579044735885,0.6420925237375077,汽車はもうだんだん早くなって、すすきと川と、かわるがわる窓の外から光りました,0,0,1,0,38,1.3739041067900697,0,3.8213552927342542,0.2043162990504999,0,0,
1169,カムパネルラ,アルビレオ両面凸レンズ,202,-0.920565723754227,0.1654346968205716,0.5801971758013477,0.3965639335353363,ジョバンニはわれを忘れて、その星座の図に見入りました,0,0,0,1,26,0.8118613780463746,1,0.9807376937868668,0.2877418093580607,0,0,
1182,先生,両面凸レンズ模型,158,-0.673306117792904,0.1654346968205711,0.576560830600707,0.3956940807002383,そんなら何がその川の水にあたるかと云いますと、それは真空という光をある速さで伝えるもので、太陽や地球もやっぱりそのなかに浮（うか）んでいるのです,0,0,1,0,72,-0.1370333242277045,0,1.1429086322916446,0.2877766034714648,0,0,
1213,カムパネルラ,アルビレオ両面凸レンズ,162,-0.3348644374015133,0.3454915028125259,0.9724808560901044,0.4931206481633566,そしてたったいま夢（ゆめ）であるいた天の川もやっぱりさっきの通りに白くぼんやりかかりまっ黒な南の地平線の上では殊（こと）にけむったようになってその右には蠍座（さそりざ）の赤い星がうつくしくきらめき、そらぜんたいの位置はそんなに変ってもいないようでした,2,0,0,1,125,0.6097246758040494,3,2.04646333120304,0.24426704345471,0,0,
1223,先生,アルビレオ両面凸レンズ,167,-0.7562226816727383,0.603955845408879,0.5533977809148982,0.39016892193793,そして見ているとみんなはつつましく列を組んであの十字架の前の天の川のなぎさにひざまずいていました,0,0,0,0,48,0.7290224807178245,1,1.2953164318206596,0.1915229571325294,0,0,
1228,カムパネルラ,アルビレオ両面凸レンズ,70,-0.1544925629537513,0.7499999999999999,1.556846062432793,0.6357224663946561,「ですからもしもこの天（あま）の川（がわ）がほんとうに川だと考えるなら、その一つ一つの小さな星はみんなその川のそこの砂や砂利（じゃり）の粒（つぶ）にもあたるわけです,0,0,0,1,82,1.4887522425550763,6,4.238443006958096,0.1495711013442137,0,0,
1232,先生,両面凸レンズ模型,61,-0.3883953488364264,0.9972609476841364,0.803096603564111,0.4509325810716136,するとほんとうに、そのきれいな野原中の青や橙や、いろいろかがやく三角標も、てんでに息をつくように、ちらちらゆれたり顫（ふる）えたりしました,0,1,0,0,69,0.939582053451042,2,2.268082709663228,0.1025652882666254,0,0,
1237,ジョバンニ,アルビレオ両面凸レンズ,8,0.1077292890197255,0.8345653031794291,1.673769666801739,0.6623467360851395,ごとごとごとごと汽車はきらびやかな燐光（りんこう）の川の岸を進みました,0,0,1,0,35,1.3822748880688542,7,4.824867760832701,0.12990176385712,0,0,
1249,先生,アルビレオ両面凸レンズ,137,0.5121355410039494,0.3960441545911208,0.6632098428874311,0.4165893963728193,双子のお星さまが野原へ遊びにでてからすと喧嘩（けんか）したんだろう,0,0,0,1,33,0.7958949373750347,1,1.4441148896681588,0.2362067101350406,0,0,
1254,ジョバンニ,アルビレオ両面凸レンズ,136,-0.976554719918844,0.4477357683661741,0.5800658120982736,0.3965324984996105,つまりその星はみな、乳のなかにまるで細かにうかんでいる脂油（しゆ）の球にもあたるのです,0,0,0,1,43,1.0758103021315857,2,1.0801387102705444,0.2256368310194572,0,0,
1255,先生,アルビレオ両面凸レンズ,196,0.9973839701820666,0.4477357683661742,0.5500430367801004,0.3893709984795733,さぎというものは、みんな天の川の砂が凝（こご）って、ぼおっとできるもんですからね、そして始終川へ帰りますからね、川原で待っていて、鷺がみんな、脚（あし）をこういう風にして下りてくるとこを、そいつが地べたへつくかつかないうちに、ぴたっと押（おさ）えちまうんです,0,0,0,0,129,0.9011373707737612,2,1.0722821763905548,0.2259232910202587,0,0,
1267,ジョバンニ,アルビレオ両面凸レンズ,15,-0.3006374929885748,0.5,1.0413669313435814,0.5103402583372828,網棚（あみだな）の上には白い荷物も見えなかったのです,1,0,0,0,26,1.2071719544807584,2,2.26259625754838,0.2095863896665087,0,0,
1269,カムパネルラ,アルビレオ両面凸レンズ,48,0.0573101501776809,0.6545084971874736,1.758298592861551,0.6809842259596101,けれどもあやしいその銀河の水は、水素よりももっとすきとおっていたのです,0,0,0,0,35,1.6339926589553804,4,4.817133904098853,0.1687687615803713,1,0,
1282,ジョバンニ,アルビレオ両面凸レンズ,70,-0.4379685109185848,0.7499999999999999,0.7123150141113874,0.4285707150768428,ああそこにはクリスマストリイのようにまっ青な唐檜（とうひ）かもみの木がたってその中にはたくさんのたくさんの豆電燈（まめでんとう）がまるで千の蛍（ほたる）でも集ったようについていました,0,1,0,0,91,0.8085961140214295,3,1.8577660081405143,0.1578571713969263,0,0,
1291,先生,アルビレオ両面凸レンズ,225,-0.7780028848830367,0.4999999999999986,0.5524058868139653,0.3899329392255261,新世界交響楽はいよいよはっきり地平線のはてから湧（わ）きそのまっ黒な野原のなかを一人のインデアンが白い鳥の羽根を頭につけたくさんの石を腕（うで）と胸にかざり小さな弓に矢を番（つが）えて一目散（いちもくさん）に汽車を追って来るのでした,1,0,0,0,116,1.020094440615107,0,1.2542995226631115,0.2144026824309792,0,0,
1302,ジョバンニ,両面凸レンズ模型,107,0.7740721505321043,0.60395584540888,0.5675623974173195,0.3935444050500422,そしてその鶴をもってこっちを見ている影（かげ）ももうどんどん小さく遠くなり電しんばしらの碍子（がいし）がきらっきらっと続いて二つばかり光ってまたとうもろこしの林になってしまいました,0,0,1,0,90,0.8422622985104542,5,1.321646855166944,0.1913879378080447,0,0,
1315,カムパネルラ,両面凸レンズ模型,145,0.1568612568760117,0.0669872981077811,1.5194319262100715,0.62701492206991,ジョバンニはそのカムパネルラはもうあの銀河のはずれにしかいないというような気がしてしかたなかったのです,0,0,0,0,51,1.3643938076381097,3,2.974878634610333,0.3001821975334917,0,0,
1320,先生,両面凸レンズ模型,60,0.926560289270078,1.0,0.5651758635027873,0.3929749626106674,カムパネルラが、そう云ってしまうかしまわないうち、次のりんどうの花が、いっぱいに光って過ぎて行きました,0,0,1,0,51,0.8092307484598398,1,1.417030288051417,0.1042810014955733,0,0,
1329,先生,両面凸レンズ模型,50,-0.1069996360253893,0.75,1.665565741576602,0.6605095446129653,そしてその地図の立派なことは、夜のようにまっ黒な盤（ばん）の上に、一一の停車場や三角標（さんかくひょう）、泉水や森が、青や橙（だいだい）や緑や、うつくしい光でちりばめられてありました,0,1,1,0,91,1.434695566093906,5,4.715010503473788,0.1485796182154814,0,0,
1330,カムパネルラ,アルビレオ両面凸レンズ,200,-0.5742771603992473,0.2499999999999998,0.5814270216953767,0.3968582742693255,それはだんだんはっきりして、とうとうりんとうごかないようになり、濃（こ）い鋼青（こうせい）のそらの野原にたちました,0,1,0,0,57,1.122235451397965,0,1.2377553617147976,0.269125669029227,0,0,
1332,カムパネルラ,両面凸レンズ模型,74,0.9170947740210034,0.5522642316338268,0.5502106058898999,0.3894108406547287,さぎというものは、みんな天の川の砂が凝（こご）って、ぼおっとできるもんですからね、そして始終川へ帰りますからね、川原で待っていて、鷺がみんな、脚（あし）をこういう風にして下りてくるとこを、そいつが地べたへつくかつかないうちに、ぴたっと押（おさ）えちまうんです,0,0,0,0,129,0.6246280531623497,2,1.1862281374662726,0.2029254354143689,1,0,
1346,ジョバンニ,両面凸レンズ模型,127,-0.7673849255673805,0.8715724127386971,0.552850321059344,0.3900386687438907,新世界交響楽はいよいよはっきり地平線のはてから湧（わ）きそのまっ黒な野原のなかを一人のインデアンが白い鳥の羽根を頭につけたくさんの石を腕（うで）と胸にかざり小さな弓に矢を番（つが）えて一目散（いちもくさん）に汽車を追って来るのでした,1,0,0,0,116,1.138287998242812,2,1.4917234918424347,0.132652522447731,1,0,
1348,ジョバンニ,アルビレオ両面凸レンズ,187,0.7203319326116158,0.8715724127386972,0.5708743061489608,0.3943351271176274,俄（にわ）かに、車のなかが、ぱっと白く明るくなりました,1,0,1,0,27,0.6633910855150849,0,1.4996431729954862,0.1324806641127815,0,0,
1368,カムパネルラ,両面凸レンズ模型,157,0.2199525168966729,0.1284275872613028,1.298326960763172,0.5740334776159525,カムパネルラは、なぜかそう云いながら、少し顔いろが青ざめて、どこか苦しいというふうでした,0,1,0,0,44,0.8027136727503574,5,2.473281995919681,0.2887845916978753,0,0,
1371,カムパネルラ,アルビレオ両面凸レンズ,192,-0.2234160175175875,0.6545084971874741,1.296391997944475,0.5735602747173457,ジョバンニは玄関（げんかん）を上って行きますとジョバンニのお母さんがすぐ入口の室（へや）に白い巾（きれ）を被（かぶ）って寝（やす）んでいたのでした,1,0,0,0,73,1.0905721274452294,3,3.163192934441093,0.1730657196300618,0,0,
1382,先生,両面凸レンズ模型,5,0.2845001605120089,0.9330127018922192,1.1067140500864767,0.5266532236594393,その時向う岸ちかくの少し下流の方で見えない天の川の水がぎらっと光って柱のように高くはねあがりどぉと烈（はげ）しい音がしました,0,0,1,0,62,1.1652226153479386,3,2.970400656438139,0.1136710766373341,0,0,
